w,317.89197,550.7341,50.0,20.0
w,500.21375,536.40094,53.0,53.0
w,224.23253,521.6381,11.0,11.0
w,226.06767,471.22955,11.0,11.0
w,277.55963,493.4933,11.0,11.0
w,294.96692,433.34302,11.0,11.0
w,429.57935,426.18777,11.0,11.0
w,474.28726,467.96387,11.0,11.0
w,458.11398,563.32764,11.0,11.0
w,412.8323,571.5222,11.0,11.0
c,0,1,183.86711,1.0
c,0,2,97.47917,1.0
c,2,3,49.819675,1.0
c,3,4,57.00877,1.0
c,4,5,63.06346,1.0
c,5,6,135.07405,1.0
c,6,7,67.20119,1.0
c,7,8,114.62984,1.0
c,8,9,59.439045,1.0
c,9,1,84.34453,1.0
c,3,0,114.270706,0.09999993
c,4,2,78.81624,0.09999993
c,4,1,236.90715,0.09999993
c,7,0,160.7247,0.09999993
c,4,0,76.713036,0.09999993
c,7,1,75.21303,0.09999993
c,7,5,177.89041,0.09999993
c,4,6,169.06804,0.09999993
c,7,4,191.5098,0.09999993
c,6,0,167.34851,0.09999993
c,5,1,239.01465,0.09999993
c,7,9,135.07405,0.09999993
c,8,1,101.13852,0.09999993
c,5,0,123.239914,0.09999993
c,2,7,251.87299,0.09999993
