w,97.08943,439.52322,50.0,50.0
w,148.0,343.0,20.0,20.0
w,74.0,348.0,20.0,20.0
w,168.0,138.0,20.0,20.0
w,359.0,105.0,20.0,20.0
w,395.0,477.0,20.0,20.0
w,181.0,400.0,20.0,20.0
w,207.0,303.0,20.0,20.0
w,141.0,293.0,20.0,20.0
w,226.0,98.0,20.0,20.0
w,423.0,75.0,20.0,20.0
w,462.0,432.0,20.0,20.0
w,237.0,209.0,50.0,20.0
w,8.0,459.0,14.0,14.0
w,306.0,15.0,14.0,14.0
w,814.0,430.0,14.0,14.0
c,0,1,109.12662,1.0
c,1,2,74.168724,1.0
c,2,3,230.07825,1.0
c,3,4,193.82982,1.0
c,4,5,373.73788,1.0
c,5,0,300.2586,1.0
c,0,6,92.75272,1.0
c,1,7,71.281136,1.0
c,2,8,86.683334,1.0
c,3,9,70.45566,1.0
c,4,10,70.68239,1.0
c,5,11,80.70936,1.0
c,11,10,359.12393,1.0
c,10,9,198.33809,1.0
c,9,8,212.72047,1.0
c,8,7,66.75328,1.0
c,7,6,100.4241,1.0
c,6,11,282.8162,1.0
c,0,13,91.193596,0.09999993
c,13,14,534.7336,0.09999993
c,14,15,655.9642,0.09999993
c,15,13,806.52155,0.09999993
c,11,15,352.00568,0.09999993
c,14,10,131.48764,0.09999993
c,10,15,528.11554,0.09999993
c,14,4,104.44616,0.09999993
c,4,11,342.83817,0.09999993
c,6,5,227.4313,0.09999993
c,14,9,115.27792,0.09999993
c,14,3,184.8594,0.09999993
c,3,8,157.33405,0.09999993
c,8,1,50.48762,0.09999993
c,2,13,129.13947,0.09999993
c,2,0,94.3908,0.09999993
c,1,6,65.863495,0.09999993
c,3,12,99.00505,0.09999993
c,12,4,160.3122,0.09999993
c,4,6,344.54172,0.09999993
c,7,5,256.164,0.09999993
c,14,12,205.90532,0.09999993
c,9,11,408.96454,0.09999993
c,3,5,407.98285,0.09999993
c,12,7,98.67117,0.09999993
c,1,3,205.9733,0.09999993
