w,153.39108,932.03204,50.0,50.0
w,591.463,953.0996,50.0,50.0
w,230.4231,891.91656,38.0,38.0
w,659.6382,914.2964,38.0,38.0
w,503.55994,476.12558,50.0,50.0
w,559.5663,432.25104,38.0,38.0
w,247.18755,487.46594,50.0,50.0
w,132.07658,703.98157,50.0,50.0
w,231.02684,731.3404,50.0,50.0
w,296.71573,711.85626,38.0,38.0
w,200.57071,679.99603,38.0,38.0
w,324.29037,438.98615,38.0,38.0
w,354.46082,598.9659,77.0,77.0
c,0,1,437.58176,1.0
c,0,2,86.90684,1.0
c,2,3,429.51367,1.0
c,3,1,79.05694,1.0
c,1,4,486.77304,1.0
c,4,5,71.50524,1.0
c,5,3,492.11484,1.0
c,4,6,257.12448,1.0
c,6,7,245.65219,1.0
c,7,8,102.78619,1.0
c,8,0,215.31241,1.0
c,5,5,0.0,1.0
c,2,9,191.63507,1.0
c,9,8,68.70953,1.0
c,9,10,100.56838,1.0
c,10,7,72.235725,1.0
c,10,11,270.6012,1.0
c,11,5,235.05319,1.0
c,11,6,90.697296,1.0
c,6,12,153.4829,0.09999993
c,12,4,192.25504,0.09999993
c,12,11,164.93938,0.09999993
c,12,5,263.638,0.09999993
c,12,10,174.4133,0.09999993
c,12,9,126.65702,0.09999993
c,12,1,433.50894,0.09999993
c,8,6,247.72963,0.09999993
c,9,11,274.64343,0.09999993
c,8,1,430.29413,0.09999993
c,0,4,574.2203,0.09999993
c,3,4,460.58444,0.09999993
c,1,5,527.44385,0.09999993
c,3,0,502.83228,0.09999993
c,2,1,369.93512,0.09999993
c,2,4,493.6882,0.09999993
c,3,11,584.3775,0.09999993
c,5,0,644.5804,0.09999993
c,8,10,65.76468,0.09999993
c,8,2,157.05101,0.09999993
c,9,0,264.81796,0.09999993
c,0,7,236.66428,0.09999993
c,7,9,162.11107,0.09999993
c,8,11,312.47397,0.09999993
c,10,6,195.50192,0.09999993
c,11,7,328.86627,0.09999993
c,7,5,506.27365,0.09999993
